BVP,Heart Rate,Alpha,Beta,Gamma,Label
24.18,73.148,0.513,-0.346,2.582,2
24.994,73.148,-0.319,0.131,-0.351,2
25.926,73.148,1.076,0.965,-4.884,2
26.323,73.148,-1.48,-2.561,2.653,2
26.367,73.148,-0.97,3.475,3.306,2
26.354,73.148,3.21,-2.58,0.296,2
26.355,73.148,-0.535,2.686,1.83,2
26.369,73.148,-2.767,-4.179,-0.284,2
26.37,73.148,0.971,4.4,-4.875,2
26.338,73.148,1.975,-2.566,-5.083,2
26.328,73.148,0.853,-0.396,-1.959,2
26.15,73.148,-4.668,3.641,4.464,2
25.378,73.148,0.705,-4.791,1.824,2
24.53,73.148,4.507,4.603,-2.695,2
24.178,71.111,-2.035,-3.302,2.726,2
24.148,71.116,-1.002,0.756,-1.432,2
24.188,71.116,-1.744,2.952,-3.196,2
24.205,71.116,2.199,-5.058,2.357,2
24.199,71.116,3.379,4.578,1.831,2
24.196,71.116,-5.351,-2.202,1.526,2
24.216,71.116,0.437,-0.562,-1.105,2
24.226,71.116,3.196,1.627,1.246,2
24.242,71.116,-2.219,-1.491,-0.168,2
24.252,71.116,0.396,1.548,-1.577,2
24.261,71.116,0.856,-0.806,1.161,2
24.255,71.116,-1.684,0.031,-0.763,2
24.238,71.116,0.28,0.414,-1.517,2
24.223,71.116,2.314,-0.987,-0.153,2
24.225,71.116,-2.201,-0.322,2.017,2
24.205,71.116,-0.746,1.402,0.058,2
24.419,71.116,2.95,-1.304,-0.659,2
25.29,71.116,-1.846,0.234,0.418,2
26.122,71.116,-1.143,1.599,-1.596,2
26.478,71.116,2.197,-2.325,0.658,2
26.485,71.116,-0.734,1.854,1.911,2
26.456,71.116,-0.538,-1.175,-0.21,2
26.454,71.116,0.817,0.278,-1.254,2
26.452,71.116,-1.492,0.435,-2.352,2
26.458,71.116,2.463,-0.655,0.484,2
26.419,71.116,-1.566,0.602,1.031,2
25.874,71.116,-1.818,-0.103,1.34,2
24.915,71.116,4.01,-1.03,2.989,2
24.315,71.116,-1.982,0.911,1.219,2
24.201,67.368,-1.636,-0.27,-3.148,2
24.221,67.373,2.89,-1.479,-3.304,2
24.256,67.373,-1.896,2.11,2.274,2
24.289,67.373,0.029,-1.175,0.363,2
24.302,67.373,1.142,0.882,-0.378,2
24.308,67.373,-0.07,-1.173,0.959,2
24.333,67.373,-1.579,2.908,2.05,2
24.35,67.373,0.724,-5.29,0.174,2
24.372,67.373,1.843,6.023,-0.683,2
24.388,67.373,-2.378,-4.048,-0.643,2
24.392,67.373,0.378,-0.338,-0.555,2
24.391,67.373,1.29,3.392,-1.605,2
24.384,67.373,-1.48,-4.245,-1.852,2
24.378,67.373,0.791,2.769,0.023,2
24.383,67.373,0.778,-0.823,-0.766,2
24.386,67.373,-2.245,1.563,1.345,2
24.387,67.373,0.937,-2.057,1.657,2
24.552,67.373,2.512,0.425,0.638,2
25.328,67.373,-3.032,1.22,2.48,2
26.337,67.373,-0.749,-2.756,0.624,2
26.829,67.373,3.167,2.015,-0.815,2
26.915,67.373,-1.169,0.533,0.828,2
26.895,67.373,-0.901,-2.395,-1.956,2
26.871,67.373,0.242,3.171,-1.506,2
26.841,67.373,0.403,-3.557,-2.285,2
26.814,67.373,-0.061,2.862,-1.21,2
26.784,67.373,1.095,-3.16,0.589,2
26.757,67.373,-2.233,4.591,-0.144,2
26.271,67.373,-0.518,-4.412,2.259,2
25.365,67.373,4.361,3.631,3.134,2
24.676,67.373,-2.188,-1.918,-0.027,2
24.463,61.935,-3.484,0.892,-1.489,2
24.475,61.94,3.968,-0.191,-1.842,2
24.544,61.94,1.015,-0.266,0.905,2
24.606,61.94,-3.988,-2.065,0.3,2
24.621,61.94,1.066,5.184,-0.075,2
24.641,61.94,2.768,-5.295,1.484,2
24.652,61.94,-2.498,2.91,-3.332,2
24.655,61.94,-0.088,-0.313,-0.558,2
24.665,61.94,1.681,-1.912,1.452,2
24.685,61.94,-1.502,2.872,-0.682,2
24.707,61.94,0.524,-2.753,0.533,2
24.705,61.94,0.6,1.866,2.143,2
24.698,61.94,-1.303,0.871,1.332,2
24.688,61.94,0.335,-1.189,1.396,2
24.685,61.94,1.905,0.629,-0.995,2
24.688,61.94,-2.173,-0.859,-0.696,2
24.829,61.94,-0.533,-0.816,0.369,2
25.638,61.94,2.412,2.151,-3.135,2
26.562,61.94,-1.518,-3.916,0.847,2
26.968,61.94,-0.073,6.009,1.992,2
27.006,61.94,1.096,-5.63,-0.722,2
26.983,61.94,-1.397,0.795,1.783,2
26.976,61.94,-1.061,3.993,1.873,2
26.979,61.94,3.96,-5.156,0.221,2
27.001,61.94,-1.115,2.999,-5.682,2
26.747,61.94,-4.499,0.495,-3.074,2
25.95,61.94,4.101,-2.671,3.802,2
25.232,61.94,2.382,2.244,0.81,2
24.961,67.368,-6.341,-1.295,-0.617,2
24.947,67.373,2.631,-0.336,0.854,2
24.959,67.373,3.226,2.295,2.694,2
24.976,67.373,-3.941,-2.785,0.131,2
24.97,67.373,1.001,1.031,-4.612,2
24.98,67.373,0.016,0.485,-1.669,2
25.001,67.373,-0.522,-1.285,3.023,2
25.03,67.373,2.94,1.159,1.294,2
25.049,67.373,-2.55,-1.429,0.063,2
25.051,67.373,-1.688,2.463,1.33,2
25.043,67.373,3.346,-2.565,-2.322,2
25.032,67.373,-0.136,1.705,-0.489,2
25.013,67.373,-2.438,-1.784,0.753,2
24.995,67.373,0.283,2.4,-2.035,2
24.998,67.373,1.889,-4.153,-1.788,2
25.004,67.373,0.676,3.881,0.775,2
24.997,67.373,-3.412,-1.361,1.173,2
25.418,67.373,1.147,-1.127,0.03,2
26.406,67.373,2.133,1.831,-0.858,2
27.188,67.373,-1.905,-0.531,2.876,2
27.436,67.373,0.712,-2.247,3.838,2
27.432,67.373,0.032,3.102,0.328,2
27.423,67.373,-1.369,-0.909,-5.035,2
27.44,67.373,0.392,-0.746,-2.998,2
27.448,67.373,2.041,1.581,-0.165,2
27.456,67.373,-0.215,-1.029,0.21,2
27.31,67.373,-3.027,0.8,1.515,2
26.561,67.373,1.702,0.27,1.476,2
25.623,67.373,1.681,-0.537,1.064,2
25.175,65.641,-2.414,0.284,-1.65,2
25.098,65.646,2.335,-0.034,0.024,2
25.106,65.646,-2.514,1.391,-0.199,2
25.1,65.646,-0.626,-3.084,-0.568,2
25.087,65.646,5.246,3.455,1.828,2
25.085,65.646,-4.705,-2.916,-1.373,2
25.095,65.646,-0.457,1.032,-1.226,2
25.104,65.646,3.862,1.881,0.114,2
25.111,65.646,-3.078,-2.54,1.887,2
25.111,65.646,0.527,1.514,0.624,2
25.102,65.646,1.714,-0.459,-2.17,2
25.077,65.646,-2.565,0.408,0.318,2
25.052,65.646,1.451,-0.972,2.744,2
25.018,65.646,0.036,3.016,3.155,2
25.031,65.646,-0.416,-4.125,0.743,2
25.516,65.646,0.769,3.572,-1.427,2
26.485,65.646,-1.565,-2.129,-0.876,2
27.143,65.646,1.493,0.326,-0.082,2
27.301,65.646,0.005,-0.378,-3.194,2
27.283,65.646,-1.886,0.973,-1.284,2
27.279,65.646,2.692,-1.514,0.831,2
27.299,65.646,-1.534,1.399,-1.197,2
27.314,65.646,-1.118,0.746,3.048,2
27.303,65.646,2.927,-2.59,0.578,2
27.283,65.646,-2.344,1.638,-2.18,2
27.243,65.646,0.256,0.333,0.085,2
27.233,65.646,2.889,-1.435,1.037,2
27.058,65.646,-5.166,2.565,0.082,2
26.282,65.646,2.202,-3.145,-0.132,2
25.464,65.646,3.828,3.108,0.709,2
25.093,64.538,-4.45,-2.016,-1.533,2
25.084,64.543,0.137,0.639,-1.628,2
25.11,64.543,1.093,0.146,0.253,2
25.106,64.543,0.484,0.055,-2.486,2
25.091,64.543,0.777,-0.711,-0.349,2
25.07,64.543,-3.405,1.251,0.076,2
25.074,64.543,2.088,-1.434,1.301,2
25.093,64.543,2.486,1.911,3.252,2
25.123,64.543,-3.836,-2.398,1.426,2
25.146,64.543,-0.089,2.631,0.535,2
25.192,64.543,3.02,-3.384,-0.6,2
25.776,64.543,-0.697,4.214,-2.584,2
26.678,64.543,-2.69,-2.22,-2.916,2
27.171,64.543,2.074,-1.57,-0.699,2
27.242,64.543,1.369,4.037,3.962,2
27.218,64.543,-2.55,-4.234,3.055,2
27.196,64.543,0.241,3.731,-3.174,2
27.206,64.543,1.914,-2.217,-0.636,2
27.213,64.543,-2.225,0.9,-0.158,2
27.199,64.543,1.196,0.411,-0.696,2
27.17,64.543,1.903,-2.357,-0.049,2
27.141,64.543,-4.473,4.098,2.772,2
27.113,64.543,1.557,-5.008,0.193,2
27.097,64.543,3.9,4.872,-5.871,2
27.094,64.543,-4.025,-3.837,-1.989,2
27.096,64.543,-1.046,3.045,2.325,2
27.108,64.543,4.418,-2.16,0.909,2
26.991,64.543,-1.724,0.875,1.032,2
26.304,64.543,-2.923,0.151,-0.214,2
25.299,64.543,2.646,-0.035,1.513,2
24.756,63.471,1.064,0.847,-1.405,2
24.636,63.476,-1.908,-0.565,-1.35,2
24.635,63.476,0.14,-0.756,-0.586,2
24.641,63.476,-0.129,1.703,-0.717,2
24.651,63.476,1.218,-0.366,-1.923,2
24.659,63.476,-0.159,-1.285,1.128,2
25.034,63.476,-1.291,-0.381,0.463,2
26.029,63.476,0.204,3.361,0.277,2
26.892,63.476,1.487,-3.178,2.247,2
27.192,63.476,-0.319,1.794,3.407,2
27.211,63.476,-2.085,0.892,-0.973,2
27.196,63.476,1.756,-2.422,-0.638,2
27.172,63.476,0.978,0.797,-1.031,2
27.127,63.476,-2.543,1.34,-0.776,2
27.059,63.476,0.77,-2.234,-0.888,2
27.021,63.476,1.941,3.934,3.482,2
26.986,63.476,-0.974,-4.672,1.022,2
26.964,63.476,-2.25,2.593,-3.05,2
26.95,63.476,1.566,0.052,1.303,2
26.944,63.476,2.524,-0.628,0.265,2
26.952,63.476,-3.162,0.707,-3.183,2
26.952,63.476,0.101,-1.399,-0.935,2
26.947,63.476,1.601,2.271,0.066,2
26.934,63.476,-1.376,-3.238,1.927,2
26.931,63.476,0.214,4.125,2.806,2
26.922,63.476,0.59,-3.434,1.438,2
26.915,63.476,1.442,1.828,-0.243,2
26.827,63.476,-3.628,0.197,-1.361,2
26.13,63.476,0.635,-1.733,-0.82,2
25.239,63.476,5.103,1.715,-2.97,2
24.809,64,-5.26,-1.072,0.137,2
24.84,64.005,-0.272,0.327,-0.724,2
25.557,64.005,3.519,0.93,0.738,2
26.605,64.005,-2.084,-2.124,3.909,2
27.166,64.005,0.196,2.559,1.804,2
27.254,64.005,0.022,-1.46,-5.055,2
27.229,64.005,0.354,-0.611,-3.52,2
27.224,64.005,-0.216,1.501,0.415,2
27.251,64.005,-1.324,-0.831,3.171,2
27.286,64.005,2.825,0.304,-1.211,2
27.294,64.005,-0.596,-0.002,0.897,2
27.282,64.005,-3.827,0.117,3.87,2
27.243,64.005,3.987,-0.461,-0.645,2
27.212,64.005,0.403,1.18,-2.01,2
27.176,64.005,-2.504,-0.602,-2.188,2
27.151,64.005,1.129,-1.691,-0.173,2
27.147,64.005,-1.763,3.014,1.772,2
27.152,64.005,2.891,-2.934,3.183,2
27.164,64.005,0.822,2.637,3.021,2
27.243,64.005,-4.938,-2.347,-2.559,2
27.322,64.005,1.784,2.904,-1.212,2
27.399,64.005,4.599,-1.977,0.137,2
27.466,64.005,-3.738,0.388,-1.128,2
27.519,64.005,-3.491,0.994,-0.688,2
27.578,64.005,6.4,-2.635,1.055,2
27.676,64.005,-0.543,2.626,-0.293,2
27.422,64.005,-6.374,-1.698,-0.974,2
26.593,64.005,5.254,1.056,-0.7,2
25.877,64.005,1.393,-0.041,-2.447,2
25.698,67.368,-4.595,-1.812,2.603,2
25.788,67.373,1.717,3.02,6.037,2
25.886,67.373,1.686,-3.814,-1.48,2
25.938,67.373,-0.939,2.022,-3.865,2
25.99,67.373,-1.164,-0.557,1.665,2
26.07,67.373,-0.337,0.038,1.404,2
26.175,67.373,2.592,-0.175,0.94,2
26.292,67.373,-0.504,0.718,1.209,2
26.412,67.373,-2.673,-0.981,-0.542,2
26.532,67.373,1.328,0.522,0.835,2
26.646,67.373,1.234,0.564,-1.151,2
26.749,67.373,0.492,-2.141,0.334,2
26.852,67.373,-2.428,1.914,0.559,2
26.954,67.373,-0.923,-0.561,2.077,2
27.046,67.373,3.571,0.239,0.497,2
27.146,67.373,0.647,-1.046,-1.395,2
27.254,67.373,-4.716,2.877,0.708,2
27.367,67.373,1.744,-6.707,-1.424,2
27.493,67.373,3.233,8.311,-4.489,2
27.624,67.373,-3.981,-7.785,-1.01,2
27.755,67.373,1.235,4.67,1.826,2
27.881,67.373,0.695,-1.775,1.575,2
28.007,67.373,-0.625,-1.205,-0.107,2
28.121,67.373,1.189,3.066,0.11,2
27.715,67.373,-2.751,-3.387,-0.952,2
26.626,67.373,1.687,2.154,0.01,2
25.814,67.373,2.005,0.383,2.231,2
25.695,71.111,-3.643,-2.085,0.962,2
25.83,71.116,1.908,3.195,-3.537,2
25.949,71.116,0.088,-2.815,0.611,2
26.024,71.116,-1.209,-0.381,-0.298,2
26.11,71.116,2.859,4.18,0.834,2
26.236,71.116,-3.141,-5.716,4.162,2
26.389,71.116,-0.683,4.435,-1.608,2
26.548,71.116,4.489,-1.804,-4.189,2
26.706,71.116,-2.918,-0.548,1.834,2
26.846,71.116,-1.288,1.08,-0.87,2
26.957,71.116,2.895,-0.82,0.52,2
27.054,71.116,-1.511,0.361,-2.949,2
27.141,71.116,-0.388,-0.357,-0.802,2
27.231,71.116,0.303,-0.157,3.629,2
27.339,71.116,1.096,2.017,-0.781,2
27.459,71.116,-0.609,-2.981,-1.217,2
27.587,71.116,-1.405,0.097,-0.987,2
27.731,71.116,1.321,3.374,-1.416,2
27.867,71.116,1.377,-3.19,2.157,2
27.998,71.116,-2.8,0.946,6.727,2
28.105,71.116,0.264,2.607,3.14,2
28.223,71.116,3.679,-4.227,-3.135,2
28.359,71.116,-3.4,5.003,-2.215,2
27.658,71.116,-1.775,-4.231,-1.456,2
26.204,71.116,4.817,2.34,0.132,2
25.331,71.116,-1.598,-0.523,0.087,2
25.555,74.563,-1.962,-1.231,-1.053,2
25.568,74.568,0.52,1.736,0.599,2
25.741,74.568,1.025,-0.219,-0.483,2
26.648,74.568,2.475,-1.594,0.747,2
27.74,74.568,-4.234,1.867,4.407,2
28.232,74.568,-2.019,-1.651,-0.404,2
28.304,74.568,7.12,-0.477,-0.384,2
28.305,74.568,-2.769,2.401,0.698,2
28.314,74.568,-3.934,-2.662,-3.463,2
28.329,74.568,4.079,0.298,1.883,2
28.329,74.568,-0.656,2.186,1.829,2
28.3,74.568,-0.649,-1.423,-1.089,2
28.268,74.568,1.463,0.405,1.73,2
28.242,74.568,-2.343,1.107,-1.307,2
28.224,74.568,0.792,-3.468,0.332,2
28.227,74.568,1.064,3.475,-3.732,2
28.244,74.568,-0.463,-3.472,-5.135,2
28.274,74.568,-0.445,2.972,3.502,2
28.303,74.568,-0.517,-1.65,3.169,2
28.32,74.568,1.316,1.239,-2.635,2
28.318,74.568,-0.054,0.072,-1.155,2
28.322,74.568,-1.092,-1.09,1.251,2
28.045,74.568,0.073,-0.582,-1.731,2
27.192,74.568,1.54,2.479,0.316,2
26.38,74.568,-1.494,-2.668,-0.681,2
26.083,75.294,-0.378,0.767,3.272,2
26.07,75.299,1.362,0.351,-0.526,2
26.09,75.299,0.401,-0.066,-1.676,2
26.1,75.299,-1.592,-0.19,3.069,2
26.112,75.299,-0.624,-0.244,-1.028,2
26.13,75.299,2.261,0.473,-0.767,2
26.237,75.299,0.002,0.031,0.597,2
27.043,75.299,-1.853,-1.036,-3.314,2
28.191,75.299,-0.599,1.808,0.145,2
28.785,75.299,3.097,-3.258,2.822,2
28.874,75.299,-0.747,4.385,0.439,2
28.833,75.299,-3.743,-2.214,-0.297,2
28.794,75.299,4.263,-1.968,1.369,2
28.785,75.299,-0.261,5.755,-0.391,2
28.79,75.299,-2.725,-5.673,-0.409,2
28.783,75.299,2.077,2.219,1.606,2
28.764,75.299,-0.392,-1.254,-0.28,2
28.744,75.299,-1.451,2.686,0.152,2
28.727,75.299,3.425,-3.738,-1.365,2
28.72,75.299,-2.949,3.067,0.958,2
28.713,75.299,-1.234,-2.606,0.577,2
28.734,75.299,5.414,3.37,0.137,2
28.731,75.299,-4.097,-4.466,2.427,2
28.196,75.299,-2.203,4.349,1.228,2
27.26,75.299,5.661,-3.399,2.331,2
26.673,75.299,-2.721,2.024,-0.98,2
26.562,75.294,-2.202,0.272,-3.364,2
26.584,75.299,4.887,-2.517,-1.574,2
26.605,75.299,-3.672,3.123,-1.264,2
26.61,75.299,-0.493,-2.574,1.247,2
26.597,75.299,3.605,2.341,0.981,2
26.6,75.299,-2.981,-2.511,-0.119,2
26.62,75.299,0.151,1.626,2.532,2
26.649,75.299,2.056,0.38,-2.648,2
26.675,75.299,-2.234,-0.689,-1.197,2
26.677,75.299,0.56,0.491,1.867,2
26.87,75.299,1.452,0.88,-1.31,2
27.744,75.299,-1.366,-2.903,2.756,2
28.713,75.299,-1.473,2.189,-0.351,2
29.132,75.299,2.99,-0.039,-0.605,2
29.167,75.299,0.164,-2.054,0.995,2
29.137,75.299,-3.912,2.27,-1.102,2
29.137,75.299,2.595,-0.403,-2.448,2
29.159,75.299,1.675,-1.58,-0.34,2
29.17,75.299,-3.306,1.546,2.358,2
29.161,75.299,1.911,-0.753,2.547,2
29.136,75.299,0.102,-1.4,2.79,2
29.111,75.299,-3.128,2.712,-3.375,2
29.095,75.299,5.341,-3.354,-1.385,2
29.076,75.299,-1.581,3.259,2.904,2
28.608,75.299,-5.655,-1.421,-0.016,2
27.678,75.299,6.297,-0.743,1.477,2
26.999,75.299,0.535,2.988,-2.06,2
26.8,71.111,-5.08,-4.686,-2.422,2
26.794,71.116,3.457,3.109,1.087,2
26.81,71.116,-0.226,-0.46,-0.722,2
26.812,71.116,-1.78,-2.817,-2.507,2
26.798,71.116,1.966,3.975,0.196,2
26.791,71.116,-0.475,-2.887,2.549,2
26.793,71.116,-0.514,2.035,3.424,2
26.795,71.116,-0.178,0.387,1.784,2
26.798,71.116,1.164,-1.889,-1.504,2
26.813,71.116,-0.184,2.43,1.196,2
26.841,71.116,-1.81,-1.744,0.348,2
26.848,71.116,1.158,1.209,-0.71,2
27.073,71.116,1.242,-1.632,-1.57,2
27.993,71.116,-2.054,2.23,-1.863,2
28.983,71.116,2.007,-1.645,2.485,2
29.426,71.116,-1.007,0.646,2.158,2
29.479,71.116,-2.032,1.527,-0.304,2
29.467,71.116,3.606,-3.666,-2.258,2
29.49,71.116,-0.913,3.878,2.459,2
29.535,71.116,-2.222,-3.65,2.055,2
29.556,71.116,1.836,2.551,-1.598,2
29.541,71.116,0.001,0.564,-0.561,2
29.517,71.116,0.329,-3.562,0.58,2
29.475,71.116,-2.033,4.687,-1.031,2
28.953,71.116,0.894,-4.559,2.88,2
27.99,71.116,2.456,4.134,2.057,2
27.368,71.116,-2.412,-3.693,-0.522,2
27.243,71.111,-1.043,2.148,-0.21,2
27.274,71.116,1.72,-0.689,-0.5,2
27.304,71.116,0.69,-0.229,-1.177,2
27.321,71.116,-0.705,0.879,-0.62,2
27.321,71.116,-1.092,-1.277,1.792,2
27.321,71.116,0.23,0.768,0.254,2
27.334,71.116,1.489,0.272,-2.774,2
27.356,71.116,0.186,0.1,0.08,2
27.374,71.116,-2.163,-1.182,2.54,2
27.38,71.116,-0.09,1.722,-0.302,2
27.366,71.116,2.164,-1.121,-0.089,2
27.356,71.116,0.688,0,-0.715,2
27.334,71.116,-3.115,1.578,-0.217,2
27.454,71.116,0.565,-2.966,1.443,2
28.222,71.116,1.628,4.232,-2.22,2
29.197,71.116,0.05,-4.219,-0.688,2
29.691,71.116,-0.401,4.006,0.127,2
29.775,71.116,-1.957,-2.639,1.583,2
29.751,71.116,1.594,1.719,2.384,2
29.735,71.116,2.294,-1.927,-1.638,2
29.737,71.116,-3.387,1.7,-2.701,2
29.745,71.116,-0.74,-0.507,-0.305,2
29.726,71.116,3.788,-0.539,0.777,2
29.686,71.116,-1.425,-0.129,-0.397,2
29.667,71.116,-1.957,0.561,0.855,2
29.531,71.116,1.072,-0.724,2.541,2
28.724,71.116,1.611,2.075,-1.655,2
27.647,71.116,-0.527,-2.294,0.14,2
27.122,66.783,-2.732,1.871,2.49,2
27.049,66.788,2.338,-2.863,-2.107,2
27.069,66.788,1.632,3.88,-0.932,2
27.084,66.788,-3.446,-2.752,1.801,2
27.078,66.788,0.819,0.638,-0.091,2
27.06,66.788,1.856,0.061,-1.528,2
27.057,66.788,-1.609,0.775,1.939,2
27.069,66.788,0.353,-1.924,1.979,2
27.083,66.788,0.639,2.71,-0.837,2
27.091,66.788,-1.826,-1.174,0.022,2
27.083,66.788,1.971,-1.196,-1.598,2
27.07,66.788,1.978,1.309,-1.494,2
27.048,66.788,-6.152,1.599,-0.746,2
27.05,66.788,1.82,-4.035,0.744,2
27.538,66.788,6.538,3.238,0.535,2
28.615,66.788,-5.7,-1.155,-0.588,2
29.477,66.788,-2.409,0.114,1.042,2
29.791,66.788,5.149,-0.8,-1.148,2
29.813,66.788,-1.618,-0.574,-2.183,2
29.8,66.788,-1.125,1.734,-0.31,2
29.819,66.788,1.277,-2.293,1.906,2
29.851,66.788,-0.347,1.038,-0.54,2
29.847,66.788,-1.392,2.685,0.317,2
29.808,66.788,2.552,-4.523,3.506,2
29.756,66.788,-0.388,3.512,-1.463,2
29.72,66.788,-3.607,-1.728,-1.332,2
29.647,66.788,3.668,1.431,-0.122,2
28.98,66.788,1.138,-2.011,0.029,2
27.921,66.788,-4.097,1.759,2.077,2
27.329,66.788,0.866,-1.179,-2.283,2
27.23,65.641,3.278,0.52,-2.361,2
27.258,65.646,-1.388,0.132,2.394,2
27.277,65.646,-4.002,0.255,2.008,2
27.278,65.646,3.929,-2.623,0.215,2
27.27,65.646,2.574,4.345,-1.88,2
27.267,65.646,-5.642,-4.027,-1.216,2
27.281,65.646,0.72,1.84,1.494,2
27.3,65.646,3.91,-0.151,-0.557,2
27.321,65.646,-1.949,0.035,0.155,2
27.345,65.646,-1.159,-0.112,3.089,2
27.345,65.646,0.025,-0.304,-1.724,2
27.395,65.646,1.175,0.244,-0.202,2
28,65.646,0.331,1.116,2.358,2
28.921,65.646,0.067,-4.522,-1.009,2
29.431,65.646,-3.048,7.717,-0.766,2
29.521,65.646,2.678,-8.364,-1.576,2
29.486,65.646,2.344,6.852,-0.866,2
29.466,65.646,-5.213,-4.613,0.478,2
29.468,65.646,1.779,2.796,-0.488,2
29.462,65.646,2.643,-1.237,0.796,2
29.444,65.646,-2.146,-0.146,1.086,2
29.407,65.646,-0.259,0.856,-0.355,2
29.368,65.646,-0.166,-0.532,1.354,2
29.33,65.646,0.685,0.456,-1.768,2
29.3,65.646,1.512,0.297,-1.826,2
29.308,65.646,-1.809,-0.893,-0.292,2
29.18,65.646,-2.41,0.89,1.275,2
28.397,65.646,4.489,-1.19,0.897,2
27.422,65.646,0.646,1.604,1.178,2
26.96,64.538,-5.973,-2.619,-1.156,2
26.904,64.543,2.849,2.273,-2.99,2
26.921,64.543,4.147,-0.052,-0.436,2
26.907,64.543,-5.419,-0.733,2.223,2
26.873,64.543,1.641,1.327,2.36,2
26.844,64.543,1.632,-2.202,-0.134,2
26.836,64.543,-3.459,1.409,-1.167,2
26.848,64.543,3.338,-0.029,-2.7,2
26.855,64.543,-0.149,-0.616,-1.588,2
27.051,64.543,-2.71,-1.009,-1.4,2
27.899,64.543,1.6,1.724,1.809,2
28.897,64.543,0.862,-0.675,2.946,2
29.394,64.543,-0.972,-0.325,0.08,2
29.46,64.543,-0.377,0.457,1.168,2
29.423,64.543,0.501,0.253,1.785,2
29.406,64.543,0.466,-0.586,-2.672,2
29.42,64.543,-0.377,0.543,-2.243,2
29.438,64.543,0.008,-0.63,1.722,2
29.434,64.543,-0.851,1.406,0.836,2
29.422,64.543,0.463,-0.652,-0.53,2
29.414,64.543,2.799,-2.308,-2.677,2
29.411,64.543,-4.39,3.138,-1.812,2
29.412,64.543,-1.014,-2.855,2.215,2
29.415,64.543,6.907,2.943,0.561,2
29.414,64.543,-2.315,-2.894,-1.112,2
29.44,64.543,-6.144,2.128,-2.083,2
29.303,64.543,3.863,-1.541,-1.023,2
28.495,64.543,4.995,1.512,0.294,2
27.513,64.543,-5.124,-0.992,1.025,2
27.031,66.207,-2.46,0.962,1.076,2
26.958,66.212,4.702,-1.007,-1.865,2
26.981,66.212,0.005,0.955,-0.305,2
26.977,66.212,-2.929,-0.766,0.139,2
26.952,66.212,1.17,0.159,0.892,2
26.943,66.212,0.79,0.531,-1.584,2
26.942,66.212,-0.526,-0.288,1.473,2
27.142,66.212,0.107,-0.713,2.726,2
27.929,66.212,0.008,-0.185,-1.475,2
28.752,66.212,-1.314,1.136,0.993,2
29.086,66.212,1.041,-0.043,-0.365,2
29.109,66.212,2.442,-2.072,-0.848,2
29.067,66.212,-4.413,1.6,-1.877,2
29.026,66.212,0.696,-0.043,-0.281,2
29.002,66.212,5.62,0.091,2.917,2
28.98,66.212,-6.157,-0.515,0.717,2
28.954,66.212,-0.698,-0.261,-0.246,2
28.92,66.212,6.501,0.326,-0.58,2
28.891,66.212,-5.238,0.703,-0.682,2
28.862,66.212,-0.67,-1.923,0.37,2
28.849,66.212,4.999,3.466,0.35,2
28.851,66.212,-4.149,-4.483,-0.006,2
28.869,66.212,-0.592,4.371,2.403,2
28.864,66.212,3.892,-3.401,1.317,2
28.88,66.212,-1.77,2.592,-1.229,2
28.793,66.212,-1.889,-2.568,2.578,2
28.099,66.212,1.777,2.715,-2.119,2
27.114,66.212,0.415,-1.433,0.054,2
26.559,68.571,-1.394,-2.128,0.387,2
26.442,68.576,1.055,4.762,-2.827,2
26.45,68.576,-0.751,-4.375,-0.48,2
26.455,68.576,0.42,2.233,1.898,2
26.446,68.576,1.13,-0.732,0.418,2
26.446,68.576,-2.215,-0.074,-1.101,2
26.44,68.576,0.605,0.296,0.443,2
26.667,68.576,1.392,0.701,-2.197,2
27.457,68.576,-1.543,-0.942,2.673,2
28.23,68.576,1.032,-1.313,2.084,2
28.535,68.576,-0.087,4.435,-4.189,2
28.551,68.576,-1.398,-5.493,0.479,2
28.517,68.576,1.557,5.109,1.98,2
28.502,68.576,0.399,-3.771,1.71,2
28.491,68.576,-1.674,2.618,-0.479,2
28.461,68.576,0.957,-1.982,-2.242,2
28.431,68.576,0.524,0.6,0.208,2
28.409,68.576,-1.563,0.682,1.693,2
28.392,68.576,0.494,-0.023,0.138,2
28.377,68.576,1.156,-0.598,2.638,2
28.377,68.576,-0.49,1.067,0.476,2
28.393,68.576,-1.01,-1.188,-0.968,2
28.416,68.576,0.646,0.065,-1.315,2
28.431,68.576,-0.061,1.538,-2.74,2
28.445,68.576,2.454,-2.42,-0.281,2
28.458,68.576,-3.681,3.189,1.984,2
28.03,68.576,-1.032,-5.806,0.173,2
26.967,68.576,5.122,8.356,-1.3,2
26.025,68.576,-1.518,-7.603,2.081,2
25.659,67.368,-4.691,6.695,-0.775,2
25.632,67.373,4.796,-6.77,-4.327,2
25.659,67.373,1.113,5.573,-3.532,2
25.654,67.373,-5.405,-4.454,2.053,2
25.61,67.373,3.804,3.981,2.802,2
25.874,67.373,0.306,-2.02,-3.028,2
26.685,67.373,-2.108,0.05,-0.198,2
27.399,67.373,1.42,0.378,0.833,2
27.658,67.373,-1.191,-0.448,-0.83,2
27.675,67.373,1.755,0.551,-0.146,2
27.647,67.373,-0.305,0.78,2.623,2
27.621,67.373,-2.214,-1.898,-0.813,2
27.604,67.373,2.464,2.007,-1.965,2
27.591,67.373,-0.902,-0.904,1.467,2
